"Taxon sort","UltrataxonID","Taxon Level","SpNo","TaxonID","Taxon name","Taxon scientific name","Family common name","Family scientific name","Order","Population","Australian conservation status","Taxonomic notes","v2 change","v2 change notes"
1051,"u","sp",527,"u527","Mallee Emu-wren","Stipiturus mallee","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Endangered",,,
1052,"u","sp",528,"u528","Rufous-crowned Emu-wren","Stipiturus ruficeps","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern",,,
1053,,"sp",871,871,"Grey Grasswren","Amytornis barbatus","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern",,,
1054,"u","ssp",871,"u871a","Bulloo Grey Grasswren","Amytornis barbatus barbatus","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Endangered","Subspecies from Schodde and Mason (1999)",,
1055,"u","ssp",871,"u871b","Diamantina Grey Grasswren","Amytornis barbatus diamantina","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1056,"u","sp",516,"u516","White-throated Grasswren","Amytornis woodwardi","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Vulnerable",,,
1057,"u","sp",517,"u517","Carpentarian Grasswren","Amytornis dorotheae","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Vulnerable",,,
1058,,"sp",513,513,"Striated Grasswren","Amytornis striatus","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern",,,
1059,"u","ssp",513,"u513a","Sandhill Striated Grasswren","Amytornis striatus oweni","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern","Recognised as a separate subspecies from the south-eastern population by Mayr (1986), Condon (1951) and Keast (1958) based on plumage differences, but not by Schodde and Mason (1999) who considered that difference may be clinal, but noted their assessment was provisional only due to the very sample of available material for analyses. However, as Christidis et al. (2013) point out, phenotypic distinctions are not likely to be clinal due to the large break in suitable habitat (~250km from a small outlying population on the northern  Eye Peninsula  and nearly 900km from the main central Australian population). Recognised as monotypic species by Dicksinson and Remsen (2013) based on Christidis et al. (2013) who investigated genetic distance measures. BirdLife International/Australia does not utilise genetic only evidence for species delimitation, but we list the taxon as a subspecies here based on the above interpretation pending further phenotypic assessment.",,"Subspecies common and scientific change arising from addition of new subspecies listing"
1060,"u","ssp",513,"u513b","Opalton Striated Grasswren","Amytornis striatus rowleyi","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999). Recognised as monotypic species by Dicksinson and Remsen (2013) based on Christidis et al. (2013)",,
1061,"u","ssp",513,"u513c","Mallee Striated Grasswren","Amytornis striatus striatus","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Pending","Recognised as a separate subspecies from the central Australian population by Mayr (1986), Condon (1951) and Keast (1958) based on plumage differences, but not by Schodde and Mason (1999) who considered that difference may be clinal, but noted their assessment was provisional only due to the very sample of available material for analyses. However, as Christidis et al. (2013) point out, phenotypic distinctions are not likely to be clinal due to the large break in suitable habitat (~250km from a small outlying population on the northern Lake Eyre and nearly 900km from the main central Australian population). Recognised as monotypic species by Dicksinson and Remsen (2013) based on Christidis et al. (2013) who investigated genetic distance measures. BirdLife International/Australia does not utilise genetic only evidence for species delimitation, but we list the taxon as a subspecies here based on the above interpretation pending further phenotypic assessment.","new subspecies listing","new subspecies listing"
1062,"u","ssp",513,"u513d","Pilbara Striated Grasswren","Amytornis striatus whitei","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999). Recognised as monotypic species by Dicksinson and Remsen (2013) based on Christidis et al. (2013)",,
1063,,"sp",735,735,"Short-tailed Grasswren","Amytornis merrotsyi","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Vulnerable",,,
1064,"u","ssp",735,"u735a","Flinders Ranges Short-tailed Grasswren","Amytornis merrotsyi merrotsyi","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Vulnerable","Subspecies from Schodde and Mason (1999)",,
1065,"u","ssp",735,"u735b","Gawler Ranges Short-tailed Grasswren","Amytornis merrotsyi pedleri","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Vulnerable","Subspecies from Schodde and Mason (1999)",,
1066,"u","sp",518,"u518","Black Grasswren","Amytornis housei","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Near threatened",,,
1067,"u","sp",515,"u515","Eyrean Grasswren","Amytornis goyderi","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern",,,
1068,"u","sp",708,"u708","Kalkadoon Grasswren","Amytornis ballarae","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern",,,
1069,"u","sp",511,"u511","Dusky Grasswren","Amytornis purnelli","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern",,,
1070,,"sp",512,512,"Western Grasswren","Amytornis textilis","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern","Species from Black et al. (2010). A. textilis and A. modestus are split based on phenotypical distinctions (morphological, chromatic and ecological) shown by Black (2011b), Black et al. (2010) and Black et al. (2011).",,
1071,"u","ssp",512,"u512c","Dirk Hartog Western Grasswren","Amytornis textilis carteri","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Extinct, Endemic","Extinct","Subspecies from Black (2011a), Black (2011b), Black et al. (2011), Black et al. (2010)",,
1072,"u","ssp",512,"u512d","Murchison Western Grasswren","Amytornis textilis giganturus","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Extinct, Endemic","Extinct","Subspecies from Black (2011a), Black (2011b), Black et al. (2011), Black et al. (2010)",,
1073,"u","ssp",512,"u512e","Large-tailed Western Grasswren","Amytornis textilis macrourus","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Extinct, Endemic","Extinct","Subspecies from Black (2011a), Black (2011b), Black et al. (2011), Black et al. (2010)",,
1074,"u","ssp",512,"u512a","Eyre Peninsula Western Grasswren","Amytornis textilis myall","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Vulnerable","Subspecies from Black (2011a), Black (2011b), Black et al. (2011), Black et al. (2010)",,
1075,"u","ssp",512,"u512b","Shark Bay Western Grasswren","Amytornis textilis textilis","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern","Subspecies from Black (2011a), Black (2011b), Black et al. (2011), Black et al. (2010)",,
1076,,"sp",8022,8022,"Thick-billed Grasswren","Amytornis modestus","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern","Species from Black et al. (2010). A. textilis and A. modestus are split based on phenotypical distinctions (morphological, chromatic and ecological) shown by Black (2011b), Black et al. (2010) and Black et al. (2011).",,
1077,"u","ssp",8022,"u8022f","Lake Frome Thick-billed Grasswren","Amytornis modestus curnamona","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Near threatened","Subspecies from Black (2011a), Black et al. (2011), Black et al. (2010)",,
1078,"u","ssp",8022,"u8022b","Western Thick-billed Grasswren","Amytornis modestus indulkanna","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Least concern","Subspecies from Black (2011a), Black et al. (2011), Black et al. (2010)",,
1079,"u","ssp",8022,"u8022d","Eastern Thick-billed Grasswren","Amytornis modestus inexpectatus","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Extinct, Endemic","Extinct","Subspecies from Black (2011a), Black et al. (2011), Black et al. (2010)",,
1080,"u","ssp",8022,"u8022a","MacDonnell Ranges Thick-billed Grasswren","Amytornis modestus modestus","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Extinct, Endemic","Extinct","Subspecies from Black (2011a), Black et al. (2011), Black et al. (2010)",,
1081,"u","ssp",8022,"u8022c","Grey Range Thick-billed Grasswren","Amytornis modestus obscurior","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Critically endangered","Subspecies from Black (2011a), Black et al. (2011), Black et al. (2010)",,
1082,"u","ssp",8022,"u8022e","Flinders Ranges Thick-billed Grasswren","Amytornis modestus raglessi","Fairy-wrens, Emu-wrens and Grasswrens","Maluridae","Passeriformes","Endemic","Vulnerable","Subspecies from Black (2011a), Black et al. (2011), Black et al. (2010)",,
1083,,"sp",519,519,"Eastern Bristlebird","Dasyornis brachypterus","Bristlebirds","Dasyornithidae","Passeriformes","Endemic","Endangered",,,
1084,"u","ssp",519,"u519a","Southern Eastern Bristlebird","Dasyornis brachypterus brachypterus","Bristlebirds","Dasyornithidae","Passeriformes","Endemic","Endangered","Subspecies from Schodde and Mason (1999)",,
1085,"u","ssp",519,"u519b","Northern Eastern Bristlebird","Dasyornis brachypterus monoides","Bristlebirds","Dasyornithidae","Passeriformes","Endemic","Critically endangered","Subspecies from Schodde and Mason (1999)",,
1086,"u","sp",520,"u520","Western Bristlebird","Dasyornis longirostris","Bristlebirds","Dasyornithidae","Passeriformes","Endemic","Endangered",,,
1087,,"sp",521,521,"Rufous Bristlebird","Dasyornis broadbenti","Bristlebirds","Dasyornithidae","Passeriformes","Endemic","Least concern",,,
1088,"u","ssp",521,"u521a","Coorong Rufous Bristlebird","Dasyornis broadbenti broadbenti","Bristlebirds","Dasyornithidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1089,"u","ssp",521,"u521b","Otways Rufous Bristlebird","Dasyornis broadbenti caryochrous","Bristlebirds","Dasyornithidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1090,"u","ssp",521,"u521c","Western Rufous Bristlebird","Dasyornis broadbenti litoralis","Bristlebirds","Dasyornithidae","Passeriformes","Extinct, Endemic","Extinct","Subspecies from Schodde and Mason (1999)",,
1091,"u","sp",589,"u589","Black Honeyeater","Sugomel niger","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1092,,"sp",590,590,"Dusky Honeyeater","Myzomela obscura","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
1093,"u","ssp",590,"u590a","Papuan Dusky Honeyeater","Myzomela obscura fumata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1094,"u","ssp",590,"u590b","Eastern Dusky Honeyeater","Myzomela obscura harterti","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1095,"u","ssp",590,"u590c","Top End Dusky Honeyeater","Myzomela obscura obscura","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1096,,"sp",587,587,"Red-headed Honeyeater","Myzomela erythrocephala","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
1097,"u","ssp",587,"u587a","Northern Red-headed Honeyeater","Myzomela erythrocephala erythrocephala","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1098,"u","ssp",587,"u587b","Papuan Red-headed Honeyeater","Myzomela erythrocephala infuscata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1099,,"sp",586,586,"Scarlet Honeyeater","Myzomela sanguinolenta","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
1100,"u","ssp",586,"u586","Australian Scarlet Honeyeater","Myzomela sanguinolenta sanguinolenta","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1101,"u","sp",598,"u598","Painted Honeyeater","Grantiella picta","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Vulnerable",,,
1102,"u","sp",585,"u585","Striped Honeyeater","Plectorhyncha lanceolata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1103,"u","sp",615,"u615","Macleay's Honeyeater","Xanthotis macleayanus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1104,,"sp",629,629,"Tawny-breasted Honeyeater","Xanthotis flaviventer","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
1105,"u","ssp",629,"u629a","Cape York Tawny-breasted Honeyeater","Xanthotis flaviventer filigera","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1106,"u","ssp",629,"u629b","Papuan Tawny-breasted Honeyeater","Xanthotis flaviventer saturatior","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1107,,"sp",642,642,"Helmeted Friarbird","Philemon buceroides","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
1108,"u","ssp",642,"u642a","Top End sandstone Helmeted Friarbird","Philemon buceroides ammitophila","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1109,"u","ssp",642,"u642b","Arafura Coast Helmeted Friarbird","Philemon buceroides gordoni","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1110,"u","ssp",642,"u642c","Eastern Helmeted Friarbird","Philemon buceroides yorki","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1111,,"sp",644,644,"Silver-crowned Friarbird","Philemon argenticeps","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1112,"u","ssp",644,"u644a","Western Silver-crowned Friarbird","Philemon argenticeps argenticeps","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1113,"u","ssp",644,"u644b","Cape York Silver-crowned Friarbird","Philemon argenticeps kempi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1114,,"sp",645,645,"Noisy Friarbird","Philemon corniculatus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic (breeding only)","Least concern",,,
1115,"u","ssp",645,"u645a","Northern Noisy Friarbird","Philemon corniculatus corniculatus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic (breeding only)","Least concern","Subspecies from Schodde and Mason (1999)",,
1116,"u","ssp",645,"u645b","Southern Noisy Friarbird","Philemon corniculatus monachus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1117,,"sp",646,646,"Little Friarbird","Philemon citreogularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
1118,"u","ssp",646,"u646a","Eastern Little Friarbird","Philemon citreogularis citreogularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1119,"u","ssp",646,"u646b","North-western Little Friarbird","Philemon citreogularis sordidus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1120,"u","sp",588,"u588","Banded Honeyeater","Cissomela pectoralis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1121,,"sp",597,597,"Brown Honeyeater","Lichmera indistincta","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
1122,"u","ssp",597,"u597a","Western Brown Honeyeater","Lichmera indistincta indistincta","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1123,"u","ssp",597,"u597b","Tiwi Islands Brown Honeyeater","Lichmera indistincta melvillensis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1124,"u","ssp",597,"u597c","Eastern Brown Honeyeater","Lichmera indistincta ocularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1125,"u","sp",627,"u627","White-streaked Honeyeater","Trichodere cockerelli","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1126,,"sp",630,630,"Crescent Honeyeater","Phylidonyris pyrrhopterus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1127,"u","ssp",630,"u630a","South Australian Crescent Honeyeater","Phylidonyris pyrrhopterus halmaturina","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1128,"u","ssp",630,"u630b","Eastern Crescent Honeyeater","Phylidonyris pyrrhopterus pyrrhopterus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1129,,"sp",631,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1130,"u","ssp",631,"u631b","Bass Strait New Holland Honeyeater","Phylidonyris novaehollandiae caudata","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1131,"u","ssp",631,"u631c","Kangaroo Island New Holland Honeyeater","Phylidonyris novaehollandiae campbelli","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1132,"u","ssp",631,"u631d","Tasmanian New Holland Honeyeater","Phylidonyris novaehollandiae canescens","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1133,"u","ssp",631,"u631e","South-western New Holland Honeyeater","Phylidonyris novaehollandiae longirostris","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1134,"u","ssp",631,"u631f","Eastern New Holland Honeyeater","Phylidonyris novaehollandiae novaehollandiae","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1135,,"sp",632,632,"White-cheeked Honeyeater","Phylidonyris niger","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1136,"u","ssp",632,"u632a","Western White-cheeked Honeyeater","Phylidonyris niger gouldii","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1137,"u","ssp",632,"u632b","Eastern White-cheeked Honeyeater","Phylidonyris niger niger","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1138,,"sp",617,617,"White-eared Honeyeater","Nesoptilotis leucotis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1139,"u","ssp",617,"u617a","Western White-eared Honeyeater","Nesoptilotis leucotis novaenorciae","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus","correction to subspecies scientific name"
1140,"u","ssp",617,"u617b","South-eastern White-eared Honeyeater","Nesoptilotis leucotis leucotis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus","correction to subspecies scientific name"
1141,"u","ssp",617,"u617c","Kangaroo Island White-eared Honeyeater","Nesoptilotis leucotis thomasi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1142,"u","sp",616,"u616","Yellow-throated Honeyeater","Nesoptilotis flavicollis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,"Genus",
1143,,"sp",641,641,"Blue-faced Honeyeater","Entomyzon cyanotis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
1144,"u","ssp",641,"u641a","Northern Blue-faced Honeyeater","Entomyzon cyanotis albipennis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1145,"u","ssp",641,"u641b","Eastern Blue-faced Honeyeater","Entomyzon cyanotis cyanotis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1146,"u","ssp",641,"u641c","Cape York Blue-faced Honeyeater","Entomyzon cyanotis griseigularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1147,,"sp",580,580,"Black-chinned Honeyeater","Melithreptus gularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1148,"u","ssp",580,"u580a","South-eastern Black-chinned Honeyeater","Melithreptus gularis gularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Near threatened","Subspecies from Schodde and Mason (1999)",,
1149,"u","ssp",580,"u580b","Golden-backed Honeyeater","Melithreptus gularis laetior","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1150,"u","sp",582,"u582","Strong-billed Honeyeater","Melithreptus validirostris","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1151,,"sp",583,583,"Brown-headed Honeyeater","Melithreptus brevirostris","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1152,"u","ssp",583,"u583a","South-eastern Brown-headed Honeyeater","Melithreptus brevirostris brevirostris","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1153,"u","ssp",583,"u583b","Western Brown-headed Honeyeater","Melithreptus brevirostris leucogenys","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1154,"u","ssp",583,"u583c","Kangaroo Island Brown-headed Honeyeater","Melithreptus brevirostris magnirostris","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1155,"u","ssp",583,"u583d","Northern Brown-headed Honeyeater","Melithreptus brevirostris pallidiceps","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1156,"u","ssp",583,"u583f","Otways-Gippsland Brown-headed Honeyeater","Melithreptus brevirostris wombeyi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus, subspecies name change","Subspecies name change"
1157,,"sp",579,579,"White-throated Honeyeater","Melithreptus albogularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
1158,"u","ssp",579,"u579a","Northern White-throated Honeyeater","Melithreptus albogularis albogularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1159,"u","ssp",579,"u579b","Eastern White-throated Honeyeater","Melithreptus albogularis inopinatus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1160,,"sp",578,578,"White-naped Honeyeater","Melithreptus lunatus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Molecular genetic differences between eastern and western (allopatric) populations have been noted (Toon et al. 2010) and phenotypic variation between the two taxa are apparent (Schodde and Mason 1999), though these differences are small. Taxonomic rank uncertain",,
1161,"u","ssp",578,"u578b ","Gilbert's Honeyeater","Melithreptus lunatus chloropsis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Molecular genetic differences between eastern and western (allopatric) populations have been noted (Toon et al. 2010) and phenotypic variation between the two taxa are apparent (Schodde and Mason 1999), though these differences are small. Taxonomic rank uncertain. Subspecies from Schodde and Mason (1999)","subspecies name change",
1162,"u","ssp",578,"u578a","Eastern White-naped Honeyeater","Melithreptus lunatus lunatus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Molecular genetic differences between eastern and western (allopatric) populations have been noted (Toon et al. 2010) and phenotypic variation between the two taxa are apparent (Schodde and Mason 1999), though these differences are small. Taxonomic rank uncertain. Subspecies from Schodde and Mason (1999)",,
1163,"u","sp",584,"u584","Black-headed Honeyeater","Melithreptus affinis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1164,,"sp",593,593,"Tawny-crowned Honeyeater","Glyciphila melanops","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1165,"u","ssp",593,"u593a","Western Tasmanian Tawny-crowned Honeyeater","Glyciphila melanops chelidonia","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1166,"u","ssp",593,"u593b","Northern Tawny-crowned Honeyeater","Glyciphila melanops melanops","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1167,,"sp",604,604,"Green-backed Honeyeater","Glycichaera fallax","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
1168,"u","ssp",604,"u604","Australian Green-backed Honeyeater","Glycichaera fallax claudi","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1169,,"sp",591,591,"Eastern Spinebill","Acanthorhynchus tenuirostris","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1170,"u","ssp",591,"u591a","Wet Tropics Eastern Spinebill","Acanthorhynchus tenuirostris cairnsensis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1171,"u","ssp",591,"u591b","Tasmanian Eastern Spinebill","Acanthorhynchus tenuirostris dubius","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1172,"u","ssp",591,"u591c","South Australian Eastern Spinebill","Acanthorhynchus tenuirostris halmaturinus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1173,"u","ssp",591,"u591d","South-east Eastern Spinebill","Acanthorhynchus tenuirostris tenuirostris","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1174,"u","sp",592,"u592","Western Spinebill","Acanthorhynchus superciliosus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1175,"u","sp",602,"u602","Pied Honeyeater","Certhionyx variegatus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1176,"u","sp",600,"u600","Rufous-banded Honeyeater","Conopophila albogularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
1177,"u","sp",601,"u601","Rufous-throated Honeyeater","Conopophila rufogularis","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1178,"u","sp",599,"u599","Grey Honeyeater","Conopophila whitei","Honeyeaters and Chats","Meliphagidae","Passeriformes","Endemic","Least concern",,,
1179,"u","sp",595,"u595","Brown-backed Honeyeater","Ramsayornis modestus","Honeyeaters and Chats","Meliphagidae","Passeriformes","Australian","Least concern",,,
